"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","DO_res","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","DO_sat","Temp_res","Violation"
"11","OREGONDEQ","34001-ORDEQ","South Beaver Creek Below Oliver Creek (Mid Coast)","River/Stream","Beaver Creek",39,"OR_SR_1710020505_02_106051",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-09-23,"12:35:00",NA,NA,"Actual",47641940,9.2,"mg/l",9.2,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,85,12,1
"12","OREGONDEQ","34001-ORDEQ","South Beaver Creek Below Oliver Creek (Mid Coast)","River/Stream","Beaver Creek",39,"OR_SR_1710020505_02_106051",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-06-25,"00:00:00",NA,NA,"Calculated",46329932,9.21,"mg/l",9.21,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",19,"10/15","5/15",8,6.5,6,0.86,11.2,1
"13","OREGONDEQ","34001-ORDEQ","South Beaver Creek Below Oliver Creek (Mid Coast)","River/Stream","Beaver Creek",39,"OR_SR_1710020505_02_106051",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-11-19,"00:00:00",NA,NA,"Calculated",46330046,8.23,"mg/l",8.23,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",19,"10/15","5/15",8,6.5,6,73.3,NA,1
"14","LSWCD_WQX","11263-ORDEQ","Alsea River at Thissell Road (Mike Bauer Park)","River/Stream","Scott Creek-Alsea River",55,"OR_SR_1710020504_02_106034",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2013-02-11,"11:10:00",NA,NA,"Actual",43980135,12.3,"mg/l",12.3,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,"9/15","6/15",8,6.5,6,100,7.8,0
"15","LSWCD_WQX","11263-ORDEQ","Alsea River at Thissell Road (Mike Bauer Park)","River/Stream","Scott Creek-Alsea River",55,"OR_SR_1710020504_02_106034",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2014-06-02,"11:06:00",NA,NA,"Actual",48734819,10.7,"mg/l",10.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,"9/15","6/15",8,6.5,6,100,14.5,0
"16","LSWCD_WQX","36774-ORDEQ","Five Rivers Abv Cascade Cr","River/Stream","Lower Five Rivers",167,"OR_SR_1710020502_02_106029",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2014-03-10,"11:40:00",NA,NA,"Actual",48734357,11.3,"mg/l",11.3,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",18,"10/1","6/15",8,6.5,6,99.7463964753339,9.6,0
"17","LSWCD_WQX","36774-ORDEQ","Five Rivers Abv Cascade Cr","River/Stream","Lower Five Rivers",167,"OR_SR_1710020502_02_106029",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2015-04-13,"11:55:00",NA,NA,"Actual",48736598,11.9,"mg/l",11.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",18,"10/1","6/15",8,6.5,6,100,9.3,0
"18","LSWCD_WQX","36775-ORDEQ","Lobster Cr Abv Crooked Cr (Five R, Alsea)","River/Stream","Lower Lobster Creek",158,"OR_SR_1710020502_02_106024",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2014-08-25,"11:28:00",NA,NA,"Actual",48735321,9.2,"mg/l",9.2,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",15,"9/15","6/15",8,6.5,6,98.7233250857287,18.5,0
"19","LSWCD_WQX","34764-ORDEQ","North ForkBeaver Cr above Peterson Cr (Mid Coast)","River/Stream","Beaver Creek",64,"OR_SR_1710020505_02_106050",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-01-25,"09:25:00",NA,NA,"Actual",43970871,10.9,"mg/l",10.9,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,94.7310761092566,9.1,1
"20","LSWCD_WQX","33644-ORDEQ","North Beaver Creek at NW Beaver Valley Drive","River/Stream","Beaver Creek",38,"OR_SR_1710020505_02_106047",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2015-06-19,"10:40:00",NA,NA,"Actual",48736940,9.8,"mg/l",9.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",24,"1/1","5/15",8,6.5,6,98.7868695858411,15.7,0
"21","LSWCD_WQX","33996-ORDEQ","South Beaver Creek at 1st S Beaver Cr Rd Bridge RM 0.9 (Mid Coast)","River/Stream","Beaver Creek",39,"OR_SR_1710020505_02_106051",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-04-05,"11:30:00",NA,NA,"Actual",43968544,7.9,"mg/l",7.9,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,68.4337870621162,9,1
"22","LSWCD_WQX","33996-ORDEQ","South Beaver Creek at 1st S Beaver Cr Rd Bridge RM 0.9 (Mid Coast)","River/Stream","Beaver Creek",39,"OR_SR_1710020505_02_106051",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2014-10-21,"12:05:00",NA,NA,"Actual",48735675,7.8,"mg/l",7.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,75.2899432901831,13.7,1
"23","LSWCD_WQX","34451-ORDEQ","Big Elk Creek at Feagles Creek Road bridge near Harlan (Yaquina R)","River/Stream","Middle Big Elk Creek",231,"OR_SR_1710020402_02_105954",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-04-05,"10:40:00",NA,NA,"Actual",43968502,11.2,"mg/l",11.2,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,93.7102286820196,7.3,0
"24","LSWCD_WQX","36153-ORDEQ","Feagles Creek at River Mile 3.2 Bridge (Big Elk, Yaquina R)","River/Stream","Middle Big Elk Creek",443,"OR_WS_171002040202_02_106129",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-07-18,"11:05:00",NA,NA,"Actual",43969162,10.1,"mg/l",10.1,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,94.5447138907748,11.7,1
"25","LSWCD_WQX","34454-ORDEQ","Yaquina River at Clem Road bridge","River/Stream","Young Creek-Yaquina River",226,"OR_SR_1710020401_02_105951",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2014-05-19,"10:38:00",NA,NA,"Actual",48734735,11.11,"mg/l",11.11,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,100,11.6,0
"26","LSWCD_WQX","33112-ORDEQ","Yaquina Mainstem at Nashville Road Hwy 180 DS of confluence with Trout Creek","River/Stream","Bales Creek-Yaquina River",96,"OR_SR_1710020401_02_105951",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2013-12-02,"09:30:00",NA,NA,"Actual",48733777,10.9,"mg/l",10.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,94.8375000526245,9.1,1
"27","VM_SDCWC_AW","38593-ORDEQ","Salmon River 200 ft below Lower Van Duzer Wayside Rd Bridge","River/Stream","Upper Salmon River",339,"OR_SR_1710020408_02_105994",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2015-07-28,"00:00:00",NA,NA,"Calculated",49218400,9.13,"mg/l",9.13,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,87.4155626635019,12.86,1
"28","VM_SDCWC_AW","38593-ORDEQ","Salmon River 200 ft below Lower Van Duzer Wayside Rd Bridge","River/Stream","Upper Salmon River",339,"OR_SR_1710020408_02_105994",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2015-08-11,"00:00:00",NA,NA,"Calculated",49218523,8.81,"mg/l",8.81,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,89.600811815756,15.62,1
"29","VM_SDCWC_AW","38593-ORDEQ","Salmon River 200 ft below Lower Van Duzer Wayside Rd Bridge","River/Stream","Upper Salmon River",339,"OR_SR_1710020408_02_105994",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2015-08-19,"00:00:00",NA,NA,"Calculated",49218597,8.81,"mg/l",8.81,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","Insufficient QC data reported","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,88.416089040818,15,1
"30","VM_SDCWC_AW","38593-ORDEQ","Salmon River 200 ft below Lower Van Duzer Wayside Rd Bridge","River/Stream","Upper Salmon River",339,"OR_SR_1710020408_02_105994",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2015-08-23,"00:00:00",NA,NA,"Calculated",49218633,9.27,"mg/l",9.27,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","Insufficient QC data reported","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,89.8710900339734,13.42,1
"31","VM_SDCWC_AW","38593-ORDEQ","Salmon River 200 ft below Lower Van Duzer Wayside Rd Bridge","River/Stream","Upper Salmon River",339,"OR_SR_1710020408_02_105994",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2015-09-02,"00:00:00",NA,NA,"Calculated",49218723,9.31,"mg/l",9.31,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","Insufficient QC data reported","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,91.9441504200268,14.26,1
"32","VM_SDCWC_AW","34449-ORDEQ","Salmon River at Salmonberry Lane Bridge (Mid Coast)","River/Stream","Upper Salmon River",198,"OR_SR_1710020408_02_105994",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2014-03-17,"08:43:00",NA,NA,"Actual",48754320,12.3,"mg/l",12.3,"=","mg/l",NA,"100% saturation","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,100,6.7,0
"33","VM_SDCWC_AW","34449-ORDEQ","Salmon River at Salmonberry Lane Bridge (Mid Coast)","River/Stream","Upper Salmon River",198,"OR_SR_1710020408_02_105994",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2013-07-08,"08:37:00",NA,NA,"Actual",48746285,10.5,"mg/l",10.5,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,100,14.3,0
"34","VM_SDCWC_AW","35482-ORDEQ","Deer Creek at Cascade Head Experimental Station Headquarters (Salmon R)","River/Stream","Lower Salmon River",169,"OR_SR_1710020408_02_105996",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2016-03-30,"09:47:00",NA,"0.15","Actual",48747094,10.9,"mg/l",10.9,"=","mg/l",NA,"Meter #53135","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,95.0811769222141,9.1,0
"35","VM_SDCWC_AW","35485-ORDEQ","Salmon River at Hatchery Above Weir Approx USGS RM 5.05","River/Stream","Lower Salmon River",20,"OR_EB_1710020408_01_100294",1,1,1,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2015-08-25,"00:00:00",NA,NA,"Calculated",49216489,8.65,"mg/l",8.65,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","No retrieval audit reported","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,82.6293813750217,13.26,1
"36","VM_SDCWC_AW","35485-ORDEQ","Salmon River at Hatchery Above Weir Approx USGS RM 5.05","River/Stream","Lower Salmon River",20,"OR_EB_1710020408_01_100294",1,1,1,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2016-10-19,"09:44:00",NA,"0.15","Actual",48748718,11.15,"mg/l",11.15,"=","mg/l",NA,"Meter #53136","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,100,10.8,0
"37","VM_SDCWC_AW","35487-ORDEQ","Salmon River at North Bank Rd","River/Stream","Lower Salmon River",116,"OR_SR_1710020408_02_105997",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2012-03-26,"10:40:00",NA,NA,"Actual",48751185,12.1,"mg/l",12.1,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,97.8464473045018,6.1,0
"38","VM_SDCWC_AW","35487-ORDEQ","Salmon River at North Bank Rd","River/Stream","Lower Salmon River",116,"OR_SR_1710020408_02_105997",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2012-11-05,"08:26:00",NA,NA,"Actual",48744351,10.6,"mg/l",10.6,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,96.5176370065593,11,0
"39","VM_SDCWC_AW","35488-ORDEQ","Deer Creek at Old Hwy 101 (Lower Salmon R)","River/Stream","Lower Salmon River",43,"OR_SR_1710020408_02_105996",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2015-01-21,"10:50:00",NA,NA,"Actual",48738750,12,"mg/l",12,"=","mg/l",NA,NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,100,8.1,0
"40","VM_SDCWC_AW","28599-ORDEQ","Drift Creek at Elk's Park Bridge (Mid Coast)","River/Stream","Lower Drift Creek",24,"OR_SR_1710020407_02_105991",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-05-17,"10:20:00",NA,NA,"Actual",44940236,10.2,"mg/l",10.2,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,95.4,12.3,0
"41","VM_SDCWC_AW","28599-ORDEQ","Drift Creek at Elk's Park Bridge (Mid Coast)","River/Stream","Lower Drift Creek",24,"OR_SR_1710020407_02_105991",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-02-12,"00:00:00",NA,NA,"Actual",44934703,12,"mg/l",12,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,92.4,4.3,0
"42","VM_SDCWC_AW","28599-ORDEQ","Drift Creek at Elk's Park Bridge (Mid Coast)","River/Stream","Lower Drift Creek",24,"OR_SR_1710020407_02_105991",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-04-04,"08:40:00",NA,NA,"Actual",44947915,11.9,"mg/l",11.9,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",19,"10/15","5/15",8,6.5,6,100,7.8,0
"43","VM_SDCWC_AW","28599-ORDEQ","Drift Creek at Elk's Park Bridge (Mid Coast)","River/Stream","Lower Drift Creek",24,"OR_SR_1710020407_02_105991",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2016-11-02,"09:55:00",NA,"0.15","Actual",48748891,10.89,"mg/l",10.89,"=","mg/l",NA,"Meter #53136","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,99.5260330297424,11.3,0
"44","VM_SDCWC_AW","28599-ORDEQ","Drift Creek at Elk's Park Bridge (Mid Coast)","River/Stream","Lower Drift Creek",24,"OR_SR_1710020407_02_105991",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2013-10-07,"08:36:00",NA,NA,"Actual",48752647,10.8,"mg/l",10.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,97.5680948048028,10.8,0
"45","VM_SDCWC_AW","33098-ORDEQ","Slick Rock Creek at mouth (Salmon River)","River/Stream","Upper Salmon River",118,"OR_SR_1710020408_02_105995",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2016-06-22,"10:34:00",NA,"0.15","Actual",48747758,10.5,"mg/l",10.5,"=","mg/l",NA,"Meter #53134","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",19,"10/15","5/15",8,6.5,6,98.9481700462677,12.5,0
