"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","IRResultNWQSunit","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","in_spawn","critstart","critend","is.crit","DO_sat","Violation"
"11","HRWG_AW(NOSTORETID)","13141-ORDEQ","Neal Creek at mouth (upstream of bridge)","River/Stream","Neal Creek",292,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2010-04-21,"12:57:00.0000000",NA,NA,"Actual",48726949,11.4,"mg/l",11.4,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,2010-10-15,2011-06-15,8,6.5,6,0,2010-07-01,2010-09-30,0,NA,0
"12","HRWG_AW(NOSTORETID)","33603-ORDEQ","Neal Creek at Fir Mountain Road","River/Stream","Neal Creek",629,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2010-10-20,"12:05:00.0000000",NA,NA,"Actual",48727689,11.5,"mg/l",11.5,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,2010-10-15,2011-06-15,8,6.5,6,1,2010-07-01,2010-09-30,0,NA,0
"13","HRWG_AW(NOSTORETID)","33603-ORDEQ","Neal Creek at Fir Mountain Road","River/Stream","Neal Creek",629,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2009-09-16,"11:55:00.0000000",NA,NA,"Actual",48726586,9.7,"mg/l",9.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,2009-10-15,2010-06-15,8,6.5,6,0,2009-07-01,2009-09-30,1,NA,0
"14","OREGONDEQ","11972-ORDEQ","Lenz Creek at mouth","River/Stream","Neal Creek",587,"OR_WS_170701050702_02_102006",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-09-16,"11:24:00.0000000",NA,NA,"Actual",43386865,10.3,"mg/l",10.3,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",20,2009-10-15,2010-06-15,8,6.5,6,0,2009-07-01,2009-09-30,1,NA,0
"15","OREGONDEQ","13253-ORDEQ","Odell Creek at 200 feet downstream of Odell WWTP outfall","River/Stream","Odell Creek-Hood River",665,"OR_WS_170701050702_02_102006",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2012-11-27,"13:00:00.0000000",NA,NA,"Actual",44889506,11.9,"mg/l",11.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",25,2012-01-01,2012-06-15,8,6.5,6,0,2012-07-01,2012-09-30,0,NA,0
"16","OREGONDEQ","37440-ORDEQ","Eightmile Creek at Old Dufur Road","River/Stream","Lower Eightmile Creek",785,"OR_WS_170701050204_02_101983",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2013-08-20,"12:30:00.0000000",NA,NA,"Actual",46078560,9.7,"mg/l",9.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",28,2013-08-15,2014-06-15,8,6.5,6,1,2013-07-01,2013-09-30,1,NA,0
"17","OREGONDEQ","28333-ORDEQ","Fifteenmile Creek at Petersburg, OR","River/Stream","Lower Fifteenmile Creek",283,"OR_SR_1707010503_02_101506",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2013-10-16,"12:21:00.0000000",NA,NA,"Actual",44465307,11.9,"mg/l",11.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2013-01-01,2013-06-15,6.5,5,4,0,2013-07-01,2013-09-30,0,NA,0
"18","OREGONDEQ","33603-ORDEQ","Neal Creek at Fir Mountain Road","River/Stream","Neal Creek",629,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-10-17,"09:14:00.0000000",NA,NA,"Actual",47268039,11.4,"mg/l",11.4,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,2011-10-15,2012-06-15,8,6.5,6,1,2011-07-01,2011-09-30,0,NA,0
"19","OREGONDEQ","33603-ORDEQ","Neal Creek at Fir Mountain Road","River/Stream","Neal Creek",629,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-02-21,"11:53:00.0000000",NA,NA,"Actual",47010783,12.5,"mg/l",12.5,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,2017-10-15,2018-06-15,8,6.5,6,0,2017-07-01,2017-09-30,0,NA,0
"20","OREGONDEQ","12012-ORDEQ","Hood River at footbridge downstream of I-84","River/Stream","Indian Creek-Hood River",74,"OR_SR_1707010507_02_101512",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-02-14,"08:10:00.0000000",NA,NA,"Actual",47257906,12.1,"mg/l",12.1,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",0,NA,NA,8,6.5,6,0,2011-07-01,2011-09-30,0,NA,0
"21","OREGONDEQ","12012-ORDEQ","Hood River at footbridge downstream of I-84","River/Stream","Indian Creek-Hood River",74,"OR_SR_1707010507_02_101512",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-04-04,"10:05:00.0000000",NA,NA,"Actual",47259530,12.4,"mg/l",12.4,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",0,NA,NA,8,6.5,6,0,2011-07-01,2011-09-30,0,NA,0
"22","OREGONDEQ","12012-ORDEQ","Hood River at footbridge downstream of I-84","River/Stream","Indian Creek-Hood River",74,"OR_SR_1707010507_02_101512",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2016-08-02,"11:30:00.0000000",NA,NA,"Actual",46885939,10.2,"mg/l",10.2,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",0,NA,NA,8,6.5,6,0,2016-07-01,2016-09-30,1,NA,0
"23","OREGONDEQ","10681-ORDEQ","West Fork Hood River at mouth","River/Stream","Lower West Fork Hood River",775,"OR_SR_1707010506_02_101511",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-04-01,"15:30:00.0000000",NA,NA,"Actual",43354976,13.7,"mg/l",13.7,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",NA,NA,NA,8,6.5,6,0,2009-07-01,2009-09-30,0,NA,0
"24","OREGONDEQ","30173-ORDEQ","South Fork Mill Creek at Reservoir Road","River/Stream","North Fork Mill Creek-South Fork Mill Creek",777,"OR_WS_170701050403_02_101992",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-07-06,"14:15:00.0000000",NA,NA,"Actual",43302813,9.1,"mg/l",9.1,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,2011-10-15,2012-06-15,6.5,5,4,0,2011-07-01,2011-09-30,1,NA,0
"25","CRK_WQX","10681-ORDEQ","West Fork Hood River at mouth","River/Stream","Lower West Fork Hood River",775,"OR_SR_1707010506_02_101511",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-08-01,"09:53:00.0000000",NA,NA,"Actual",43902644,10.94,"mg/l",10.94,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",NA,NA,NA,8,6.5,6,0,2008-07-01,2008-09-30,1,NA,0
"26","OREGONDEQ","31499-ORDEQ","Middle Neal Creek at Hwy 35","River/Stream","Neal Creek",593,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-06-30,"14:00:00.0000000",NA,NA,"Actual",43344852,10.1,"mg/l",10.1,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",20,2010-10-15,2011-06-15,8,6.5,6,0,2010-07-01,2010-09-30,0,NA,0
"27","CRK_WQX","35559-ORDEQ","Columbia River Shoreline at Hood River Waterfront Park  ","River/Stream","Grays Creek-Columbia River",81,NA,2,2,88,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2011-08-15,"06:37:00.0000000",NA,NA,"Actual",48790837,9.81,"mg/l",9.81,"=","mg/l",NA,"calibrated 8/15/11; Equip: ysi chinook","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",30,2011-10-15,2012-03-31,6.5,5,4,0,2011-07-01,2011-09-30,1,NA,0
"28","HRWG_AW(NOSTORETID)","13141-ORDEQ","Neal Creek at mouth (upstream of bridge)","River/Stream","Neal Creek",292,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2010-05-19,"13:04:00.0000000",NA,NA,"Actual",48727062,10.4,"mg/l",10.4,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,2010-10-15,2011-06-15,8,6.5,6,0,2010-07-01,2010-09-30,0,NA,0
"29","HRWG_AW(NOSTORETID)","13184-ORDEQ","West Fork Neal Creek at mouth","River/Stream","Neal Creek",1028,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2010-10-20,"11:11:00.0000000",NA,NA,"Actual",48727672,12.1,"mg/l",12.1,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",25,2010-01-01,2010-06-15,8,6.5,6,0,2010-07-01,2010-09-30,0,NA,0
"30","HRWG_AW(NOSTORETID)","32462-ORDEQ","West Fork Neal Creek above EFID main canal inflow","River/Stream","Neal Creek",1419,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2009-09-02,"09:40:00.0000000",NA,NA,"Actual",48726500,9.7,"mg/l",9.7,"=","mg/l",NA,NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",25,2009-01-01,2009-06-15,8,6.5,6,0,2009-07-01,2009-09-30,1,NA,0
"31","OREGONDEQ","34788-ORDEQ","Rogers Spring Creek at Red Hill Driver (RM 0.25)","River/Stream","Lower Middle Fork Hood River",1622,"OR_WS_170701050505_02_102000",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-06-30,"11:00:00.0000000",NA,NA,"Actual",43344639,12.3,"mg/l",12.3,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",28,2010-08-15,2011-06-15,8,6.5,6,0,2010-07-01,2010-09-30,0,NA,0
"32","OREGONDEQ","34788-ORDEQ","Rogers Spring Creek at Red Hill Driver (RM 0.25)","River/Stream","Lower Middle Fork Hood River",1622,"OR_WS_170701050505_02_102000",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-05-13,"09:40:00.0000000",NA,NA,"Actual",43368635,11.7,"mg/l",11.7,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",28,2009-08-15,2010-06-15,8,6.5,6,0,2009-07-01,2009-09-30,0,NA,0
"33","OREGONDEQ","30174-ORDEQ","Upper Neal Creek, downstream of EFIC","River/Stream","Neal Creek",971,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-05-13,"16:54:00.0000000",NA,NA,"Actual",48270083,11.1,"mg/l",11.1,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,2008-10-15,2009-06-15,8,6.5,6,0,2008-07-01,2008-09-30,0,NA,0
"34","OREGONDEQ","13141-ORDEQ","Neal Creek at mouth (upstream of bridge)","River/Stream","Neal Creek",292,"OR_WS_170701050701_02_102005",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-10-11,"12:25:00.0000000",NA,NA,"Actual",43345203,12.4,"mg/l",12.4,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",20,2010-10-15,2011-06-15,8,6.5,6,0,2010-07-01,2010-09-30,0,NA,0
"35","OREGONDEQ","13249-ORDEQ","Odell Creek upstream of Odell WWTP outfall","River/Stream","Odell Creek-Hood River",670,"OR_WS_170701050702_02_102006",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-06-16,"13:12:00.0000000",NA,NA,"Actual",43343518,11.4,"mg/l",11.4,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",25,2010-01-01,2010-06-15,8,6.5,6,0,2010-07-01,2010-09-30,0,NA,0
"36","OREGONDEQ","25204-ORDEQ","Threemile Creek at Hwy 197","River/Stream","Threemile Creek",248,"OR_WS_170701050402_02_101991",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-06-02,"10:58:00.0000000",NA,NA,"Actual",43337341,9.5,"mg/l",9.5,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2010-01-01,2010-06-15,6.5,5,4,1,2010-07-01,2010-09-30,0,NA,0
"37","OREGONDEQ","12012-ORDEQ","Hood River at footbridge downstream of I-84","River/Stream","Indian Creek-Hood River",74,"OR_SR_1707010507_02_101512",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2012-02-28,"14:22:00.0000000",NA,NA,"Actual",47274183,13.2,"mg/l",13.2,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",0,NA,NA,8,6.5,6,0,2012-07-01,2012-09-30,0,NA,0
"38","CRK_WQX","13148-ORDEQ","Indian Creek at Union Avenue near Ppl power station","River/Stream","Indian Creek-Hood River",389,"OR_WS_170701050703_02_102007",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2013-09-10,"13:30:00.0000000",NA,NA,"Actual",48795954,9.35,"mg/l",9.35,"=","mg/l",NA,"cal. 9/10/13; Equip: Chum","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",25,2013-01-01,2013-06-15,8,6.5,6,0,2013-07-01,2013-09-30,1,NA,0
"39","CRK_WQX","35140-ORDEQ","Indian Creek Above Ferguson Creek at Carroll Crossing Footbridge (Hood River)","River/Stream","Indian Creek-Hood River",517,"OR_WS_170701050703_02_102007",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-11-03,"11:50:00.0000000",NA,NA,"Actual",43898966,7.12,"mg/l",7.12,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",25,2008-01-01,2008-06-15,8,6.5,6,0,2008-07-01,2008-09-30,0,NA,1
"40","CRK_WQX","25197-ORDEQ","Chenowith Creek downstream of River Trailway","River/Stream","Chenoweth Creek",88,"OR_WS_170701050405_02_101994",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2010-07-16,"13:20:00.0000000",NA,NA,"Actual",48788447,13.17,"mg/l",13.17,"=","mg/l",NA,"DO% calibration not recorded in logbook; Equip: YSI 556: Chinook","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,2010-10-15,2011-06-15,6.5,5,4,0,2010-07-01,2010-09-30,1,NA,0
"41","CRK_WQX","38053-ORDEQ","Lower Rock Creek at Upper End of Quarry","River/Stream","Rock Creek",190,"OR_LK_1707010511_88_100136",2,2,88,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2011-02-11,"14:15:00.0000000",NA,NA,"Actual",48789497,11.77,"mg/l",11.77,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",30,2011-10-15,2012-03-31,6.5,5,4,0,2011-07-01,2011-09-30,0,NA,0
"42","CRK_WQX","35558-ORDEQ","Columbia River Shoreline at Celilo Park ","River/Stream","Threemile Creek-Columbia River",160,"OR_LK_1707010504_88_100138",2,2,88,"Hood",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2009-09-18,"12:30:00.0000000",NA,NA,"Actual",48785847,10.43,"mg/l",10.43,"=","mg/l",NA,"Equip: YSI 556: Chinook","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",30,2009-10-15,2010-03-31,6.5,5,4,0,2009-07-01,2009-09-30,1,NA,0
"43","CRK_WQX","13148-ORDEQ","Indian Creek at Union Avenue near Ppl power station","River/Stream","Indian Creek-Hood River",389,"OR_WS_170701050703_02_102007",2,2,2,"Hood",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-06-18,"13:40:00.0000000",NA,NA,"Actual",43900196,8.75,"mg/l",8.75,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",25,2008-01-01,2008-06-15,8,6.5,6,0,2008-07-01,2008-09-30,0,NA,0
