"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","DO_res","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","DO_sat","Temp_res","Violation"
"11","WRK_(NOSTORETID)","11275-ORDEQ","Coast Fork Willamette at Mt. Pisgah Park","River/Stream","Papenfus Creek-Coast Fork Willamette River",452,"OR_SR_1709000204_02_103787",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-12-19,"13:45:00",NA,NA,"Actual",45615231,12.42,"mg/l",12.42,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,"1/1","6/15",6.5,5,4,100,6.4,0
"12","WRK_(NOSTORETID)","10637-ORDEQ","Molalla River at Knights Bridge Road (Canby)","River/Stream","Moalla River",73,"OR_SR_1709000906_02_104093",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-11-11,"09:25:00",NA,NA,"Actual",45636831,10.66,"mg/l",10.66,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,90.1507483226743,7.96,1
"13","WRK_(NOSTORETID)","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-08-17,"11:00:00",NA,NA,"Actual",45621556,8.26,"mg/l",8.26,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",20,"10/15","6/15",6.5,5,4,91.9494812914825,20.3,1
"14","WRK_(NOSTORETID)","10352-ORDEQ","Willamette River at Old Hwy 34 Bridge (Corvallis)","River/Stream","Fraizer Creek-Willamette River",200,"OR_SR_1709000306_05_103854",2,2,5,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-09-14,"11:15:00",NA,NA,"Actual",45629474,7.25,"mg/l",7.25,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,77.1214924976711,18,1
"15","WRK_(NOSTORETID)","10352-ORDEQ","Willamette River at Old Hwy 34 Bridge (Corvallis)","River/Stream","Fraizer Creek-Willamette River",200,"OR_SR_1709000306_05_103854",2,2,5,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-08-11,"12:00:00",NA,NA,"Actual",45621266,8.46,"mg/l",8.46,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,89.6236883647077,17.8,1
"16","WRK_(NOSTORETID)","33747-ORDEQ","Chehalem Creek at Dayton Road (Willamette)","River/Stream","Chehalem Creek",85,"OR_SR_1709000703_02_104009",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-09-21,"10:00:00",NA,NA,"Actual",45636126,4.54,"mg/l",4.54,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,45.9377889036286,15.8,1
"17","WRK_(NOSTORETID)","33747-ORDEQ","Chehalem Creek at Dayton Road (Willamette)","River/Stream","Chehalem Creek",85,"OR_SR_1709000703_02_104009",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-07-12,"11:08:00",NA,NA,"Actual",45613802,6.66,"mg/l",6.66,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,69.9809002441931,17.6,1
"18","WRK_(NOSTORETID)","36160-ORDEQ","Multnomah Channel Right Bank at Gilbert River Park Boat Ramp","River/Stream","Multnomah Channel",5,"OR_SR_1709001203_88_104184",2,2,88,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-11-18,"09:40:00",NA,NA,"Actual",45624012,10.8,"mg/l",10.8,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,"1/1","6/15",6.5,5,4,96.1455810958284,10.2,0
"19","WRK_(NOSTORETID)","36877-ORDEQ","Mission Creek at Champoeg Park Visitor's Center","River/Stream","Champoeg Creek",86,"OR_WS_170900070305_02_104416",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-03-16,"08:00:00",NA,NA,"Actual",45625637,9.47,"mg/l",9.47,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",24,"1/1","5/15",6.5,5,4,79.4184722743858,7.6,1
"20","WRK_(NOSTORETID)","33752-ORDEQ","Bonneville Channel (Willamette River) at Kiger Island Bridge","River/Stream","Booneville Channel-Willamette River",209,"OR_SR_1709000306_02_103842",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-09-15,"10:00:00",NA,NA,"Actual",45629610,7.17,"mg/l",7.17,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,"1/1","5/15",6.5,5,4,78.4922140091574,19.4,1
"21","MFWWC(NOSTORETID)","10671-ORDEQ","Little Fall Creek","River/Stream","Lower Little Fall Creek",636,"OR_SR_1709000108_02_103732",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-06-07,"10:45:00",NA,NA,"Actual",47177444,10.36,"mg/l",10.36,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,95.6428654020487,10.8,0
"22","OREGONDEQ","28491-ORDEQ","Salt Creek at River Mile 1.5","River/Stream","Lower Salt Creek",110,"OR_SR_1709000805_02_104050",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-04-07,"13:36:00",NA,NA,"Actual",43315200,9.7,"mg/l",9.7,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,84,9.3,1
"23","POLK_SWCD(NOSTORETID)","33969-ORDEQ","Little Luckiamute River at Smith Road (Luckiamute, Willamette)","River/Stream","Lower Little Luckiamute River",199,"OR_SR_1709000305_02_103822",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2012-10-03,"00:00:00",NA,NA,"Actual",48806262,6.54,"mg/l",6.54,"=","mg/l",NA,NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,"1/1","6/15",6.5,5,4,NA,NA,1
"24","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-10-22,"00:00:00",NA,NA,"Calculated",46509719,10.44,"mg/l",10.44,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,82.5943087796798,4.8,1
"25","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-10-28,"00:00:00",NA,NA,"Calculated",46509827,9.79,"mg/l",9.79,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,80.6841971376333,6.4,1
"26","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-11-14,"00:00:00",NA,NA,"Calculated",46510091,11.1,"mg/l",11.1,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,94.9530771531062,7.9,0
"27","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-11-20,"00:00:00",NA,NA,"Calculated",46510200,11.01,"mg/l",11.01,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,94.1831873383512,7.9,0
"28","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-12-08,"00:00:00",NA,NA,"Calculated",46510440,11.69,"mg/l",11.69,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,92.0042199364087,4.6,0
"29","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-01-07,"00:00:00",NA,NA,"Calculated",46510956,11.36,"mg/l",11.36,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,98.608277379269,8.5,0
"30","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-02-06,"00:00:00",NA,NA,"Calculated",46511513,11.79,"mg/l",11.79,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,96.4339323128052,6.1,0
"31","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-02-11,"00:00:00",NA,NA,"Calculated",46511608,12.08,"mg/l",12.08,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,95.3211777093147,4.7,0
"32","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-02-17,"00:00:00",NA,NA,"Calculated",46511708,11.62,"mg/l",11.62,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,94.5625078287625,5.9,0
"33","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-03-02,"00:00:00",NA,NA,"Calculated",46511936,11.12,"mg/l",11.12,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,93.7285641985483,7.3,0
"34","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-03-04,"00:00:00",NA,NA,"Calculated",46511974,11.51,"mg/l",11.51,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,94.1437286616105,6.1,0
"35","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-03-08,"00:00:00",NA,NA,"Calculated",46512039,11.79,"mg/l",11.79,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,95.9459524355516,5.9,0
"36","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-03-15,"00:00:00",NA,NA,"Calculated",46512151,11.43,"mg/l",11.43,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,95.3882458400697,6.9,0
"37","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-03-18,"00:00:00",NA,NA,"Calculated",46512199,11.01,"mg/l",11.01,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,92.341978236183,7.1,0
"38","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-03-31,"00:00:00",NA,NA,"Calculated",46512445,11.48,"mg/l",11.48,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,97.0026889436201,7.4,0
"39","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-01-20,"00:00:00",NA,NA,"Calculated",46511196,12.29,"mg/l",12.29,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,96.4747844313113,4.5,0
"40","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-02-09,"00:00:00",NA,NA,"Calculated",46511570,12.24,"mg/l",12.24,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,95.8318720733739,4.4,0
"41","CITY_SALEM(NOSTORETID)","35933-ORDEQ","Battle Creek above Jory Creek","River/Stream","McKinney Creek",439,"OR_WS_170900070203_02_104411",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2009-02-10,"00:00:00",NA,NA,"Calculated",46511589,12.47,"mg/l",12.47,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,96.6141291749601,4,0
"42","CITY_SALEM(NOSTORETID)","21838-ORDEQ","Glenn Creek at River Mile 5.45","River/Stream","Glenn Creek-Willamette River",422,"OR_WS_170900070303_02_104415",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-01-04,"00:00:00",NA,NA,"Calculated",46454876,10.8,"mg/l",10.8,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,91.6530443447888,7.6,1
"43","CITY_SALEM(NOSTORETID)","21838-ORDEQ","Glenn Creek at River Mile 5.45","River/Stream","Glenn Creek-Willamette River",422,"OR_WS_170900070303_02_104415",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-01-07,"00:00:00",NA,NA,"Calculated",46454933,11.49,"mg/l",11.49,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,96.0702641621803,7,0
"44","CITY_SALEM(NOSTORETID)","21838-ORDEQ","Glenn Creek at River Mile 5.45","River/Stream","Glenn Creek-Willamette River",422,"OR_WS_170900070303_02_104415",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-01-16,"00:00:00",NA,NA,"Calculated",46455081,11.93,"mg/l",11.93,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,97.7671198345485,6.2,0
"45","CITY_SALEM(NOSTORETID)","21838-ORDEQ","Glenn Creek at River Mile 5.45","River/Stream","Glenn Creek-Willamette River",422,"OR_WS_170900070303_02_104415",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-02-08,"00:00:00",NA,NA,"Calculated",46455502,11.68,"mg/l",11.68,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,97.4157542816703,6.9,0
"46","CITY_SALEM(NOSTORETID)","21838-ORDEQ","Glenn Creek at River Mile 5.45","River/Stream","Glenn Creek-Willamette River",422,"OR_WS_170900070303_02_104415",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-02-26,"00:00:00",NA,NA,"Calculated",46455844,11.25,"mg/l",11.25,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,91.0315181699375,5.7,0
"47","CITY_SALEM(NOSTORETID)","21838-ORDEQ","Glenn Creek at River Mile 5.45","River/Stream","Glenn Creek-Willamette River",422,"OR_WS_170900070303_02_104415",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-02-29,"00:00:00",NA,NA,"Calculated",46455901,10.89,"mg/l",10.89,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,92.1892396281738,7.5,1
"48","CITY_SALEM(NOSTORETID)","21838-ORDEQ","Glenn Creek at River Mile 5.45","River/Stream","Glenn Creek-Willamette River",422,"OR_WS_170900070303_02_104415",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-03-14,"00:00:00",NA,NA,"Calculated",46456159,11.32,"mg/l",11.32,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,95.3567249552303,7.3,0
"49","CITY_SALEM(NOSTORETID)","21838-ORDEQ","Glenn Creek at River Mile 5.45","River/Stream","Glenn Creek-Willamette River",422,"OR_WS_170900070303_02_104415",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","Minimum","1 Day",2008-03-17,"00:00:00",NA,NA,"Calculated",46456207,11.55,"mg/l",11.55,"=","mg/l",NA,NA,NA,NA,2,"Cold Water",25,"1/1","6/15",8,6.5,6,97.294184914568,7.3,0
