"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","IRResultNWQSunit","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","in_spawn","Do_7D","Date","dosat_mean7","Violation"
"11","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-16,"00:00:00.0000000",NA,NA,"Calculated",49060457,7.61,"mg/l",7.61,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,7.61,2009-02-16,59.3,1
"12","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-10,"00:00:00.0000000",NA,NA,"Calculated",49060733,8.6,"mg/l",8.6,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.6,2009-03-10,71.9,1
"13","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-12,"00:00:00.0000000",NA,NA,"Calculated",49060761,8.67,"mg/l",8.67,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.67,2009-03-12,71.3,1
"14","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-16,"00:00:00.0000000",NA,NA,"Calculated",49060817,8.8,"mg/l",8.8,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.8,2009-03-16,72.1,1
"15","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-19,"00:00:00.0000000",NA,NA,"Calculated",49060859,8.74,"mg/l",8.74,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.74,2009-03-19,74.7,1
"16","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-02,"00:00:00.0000000",NA,NA,"Calculated",49060878,8.32,"mg/l",8.32,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.32,2009-03-02,68.7,1
"17","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-17,"00:00:00.0000000",NA,NA,"Calculated",49060470,7.6,"mg/l",7.6,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,7.6,2009-02-17,60.3,1
"18","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-04,"00:00:00.0000000",NA,NA,"Calculated",49061067,8.11,"mg/l",8.11,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.11,2009-03-04,66.9,1
"19","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-19,"00:00:00.0000000",NA,NA,"Calculated",49060496,7.94,"mg/l",7.94,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,7.94,2009-02-19,64.5,1
"20","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-14,"00:00:00.0000000",NA,NA,"Calculated",49060789,8.7,"mg/l",8.7,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.7,2009-03-14,70.9,1
"21","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-15,"00:00:00.0000000",NA,NA,"Calculated",49060803,8.78,"mg/l",8.78,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","22 hrs with valid data in day","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.78,2009-03-15,71.7,1
"22","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-17,"00:00:00.0000000",NA,NA,"Calculated",49060831,8.78,"mg/l",8.78,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.78,2009-03-17,72.5,1
"23","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-18,"00:00:00.0000000",NA,NA,"Calculated",49060845,8.74,"mg/l",8.74,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.74,2009-03-18,73.5,1
"24","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-22,"00:00:00.0000000",NA,NA,"Calculated",49060919,8.73,"mg/l",8.73,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.73,2009-03-22,75.3,1
"25","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-07,"00:00:00.0000000",NA,NA,"Calculated",49061116,8.14,"mg/l",8.14,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.14,2009-03-07,68.8,1
"26","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-13,"00:00:00.0000000",NA,NA,"Calculated",49060418,8.18,"mg/l",8.18,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.18,2009-02-13,63.2,1
"27","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-14,"00:00:00.0000000",NA,NA,"Calculated",49060431,7.91,"mg/l",7.91,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,7.91,2009-02-14,61,1
"28","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-20,"00:00:00.0000000",NA,NA,"Calculated",49060514,8.15,"mg/l",8.15,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.15,2009-02-20,66.5,1
"29","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-23,"00:00:00.0000000",NA,NA,"Calculated",49060553,8.58,"mg/l",8.58,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.58,2009-02-23,70.5,1
"30","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-24,"00:00:00.0000000",NA,NA,"Calculated",49060566,8.69,"mg/l",8.69,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.69,2009-02-24,71.9,1
"31","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-26,"00:00:00.0000000",NA,NA,"Calculated",49060592,8.78,"mg/l",8.78,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.78,2009-02-26,73,1
"32","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-02-28,"00:00:00.0000000",NA,NA,"Calculated",49060632,8.6,"mg/l",8.6,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.6,2009-02-28,70.8,1
"33","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-23,"00:00:00.0000000",NA,NA,"Calculated",49060933,8.71,"mg/l",8.71,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.71,2009-03-23,75.8,1
"34","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-05,"00:00:00.0000000",NA,NA,"Calculated",49061085,8.08,"mg/l",8.08,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.08,2009-03-05,66.7,1
"35","MARION_SWCD(NOSTORETID)","40126-ORDEQ","Fruitland Ck 0.2 RM downstream of Lardon Road","River/Stream","Upper Little Pudding River",159,"OR_WS_170900090108_02_104461",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2009-03-08,"00:00:00.0000000",NA,NA,"Calculated",49061130,8.28,"mg/l",8.28,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,8.28,2009-03-08,70.2,1
