"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","IRResultNWQSunit","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","in_spawn","Do_7D","Date","dosat_mean7","Violation"
"25","LSWCD_WQX","38300-ORDEQ","Siletz River at Ojalla Boat Ramp (Hwy 229 RM 31)","River/Stream","Dewey Creek-Siletz River",58,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-19,"00:00:00.0000000",NA,"0","Calculated",49038866,9.31,"mg/l",9.31,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.31,2017-09-19,98.1,0
"26","LSWCD_WQX","38300-ORDEQ","Siletz River at Ojalla Boat Ramp (Hwy 229 RM 31)","River/Stream","Dewey Creek-Siletz River",58,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-21,"00:00:00.0000000",NA,"0","Calculated",49038892,9.62,"mg/l",9.62,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.62,2017-09-21,98.4,0
"27","LSWCD_WQX","38300-ORDEQ","Siletz River at Ojalla Boat Ramp (Hwy 229 RM 31)","River/Stream","Dewey Creek-Siletz River",58,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-27,"00:00:00.0000000",NA,"0","Calculated",49038970,10.17,"mg/l",10.17,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.17,2017-09-27,99.6,0
"28","LSWCD_WQX","38918-ORDEQ","Siletz River at USGS Gaging Station 14305500","River/Stream","Dewey Creek-Siletz River",114,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-04,"00:00:00.0000000",NA,"0","Calculated",49039549,10.21,"mg/l",10.21,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.21,2017-10-04,99.6,0
"29","LSWCD_WQX","38918-ORDEQ","Siletz River at USGS Gaging Station 14305500","River/Stream","Dewey Creek-Siletz River",114,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-27,"00:00:00.0000000",NA,"0","Calculated",49040556,10.41,"mg/l",10.41,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.41,2017-09-27,99.9,0
"30","LSWCD_WQX","38918-ORDEQ","Siletz River at USGS Gaging Station 14305500","River/Stream","Dewey Creek-Siletz River",114,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-07,"00:00:00.0000000",NA,"0","Calculated",49039589,10.61,"mg/l",10.61,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.61,2017-10-07,99.9,0
"31","LSWCD_WQX","11246-ORDEQ","Siletz River at Logsden Bridge","River/Stream","Mill Creek-Siletz River",161,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-23,"00:00:00.0000000",NA,"0","Calculated",49035511,10.44,"mg/l",10.44,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.44,2017-09-23,99.9,0
"32","LSWCD_WQX","11246-ORDEQ","Siletz River at Logsden Bridge","River/Stream","Mill Creek-Siletz River",161,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-07,"00:00:00.0000000",NA,"0","Calculated",49034750,10.79,"mg/l",10.79,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.79,2017-10-07,NA,1
"33","LSWCD_WQX","11246-ORDEQ","Siletz River at Logsden Bridge","River/Stream","Mill Creek-Siletz River",161,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-27,"00:00:00.0000000",NA,"0","Calculated",49035563,10.63,"mg/l",10.63,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.63,2017-09-27,100,0
"34","LSWCD_WQX","36367-ORDEQ","Siletz River at Jack Morgan Park Boat Ramp","River/Stream","Cedar Creek-Siletz River",22,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-08,"00:00:00.0000000",NA,"0","Calculated",49035757,10.27,"mg/l",10.27,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.27,2017-10-08,99.6,0
"35","LSWCD_WQX","36367-ORDEQ","Siletz River at Jack Morgan Park Boat Ramp","River/Stream","Cedar Creek-Siletz River",22,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-18,"00:00:00.0000000",NA,"0","Calculated",49035875,9.37,"mg/l",9.37,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.37,2017-09-18,NA,1
"36","LSWCD_WQX","36367-ORDEQ","Siletz River at Jack Morgan Park Boat Ramp","River/Stream","Cedar Creek-Siletz River",22,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-29,"00:00:00.0000000",NA,"0","Calculated",49036018,9.98,"mg/l",9.98,"=","mg/l","Failed. Quality control criteria exceeded during analysis.",NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.98,2017-09-29,99.5,0
"37","LSWCD_WQX","37396-ORDEQ","Siletz River at Moonshine Park","River/Stream","Mill Creek-Siletz River",231,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-04,"00:00:00.0000000",NA,"0","Calculated",49036194,10.44,"mg/l",10.44,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.44,2017-10-04,100,0
"38","LSWCD_WQX","37396-ORDEQ","Siletz River at Moonshine Park","River/Stream","Mill Creek-Siletz River",231,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-12,"00:00:00.0000000",NA,"0","Calculated",49036103,11.01,"mg/l",11.01,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,11.01,2017-10-12,100,0
"39","LSWCD_WQX","37396-ORDEQ","Siletz River at Moonshine Park","River/Stream","Mill Creek-Siletz River",231,"OR_SR_1710020405_02_105978",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-24,"00:00:00.0000000",NA,"0","Calculated",49037097,10.52,"mg/l",10.52,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.52,2017-09-24,99.7,0
"40","LSWCD_WQX","37848-ORDEQ","Siletz River at City of Toledo DW Intake","River/Stream","Dewey Creek-Siletz River",94,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-10-02,"00:00:00.0000000",NA,"0","Calculated",49037252,10.15,"mg/l",10.15,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,10.15,2017-10-02,100,0
"41","LSWCD_WQX","37848-ORDEQ","Siletz River at City of Toledo DW Intake","River/Stream","Dewey Creek-Siletz River",94,"OR_SR_1710020407_02_106452",2,2,2,"Mid Coast",3,154,"Dissolved oxygen (DO)","Water",NA,NA,"Final","7DADMean","7 Day",2017-09-18,"00:00:00.0000000",NA,"0","Calculated",49037708,9.51,"mg/l",9.51,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2017-09-01,2018-06-15,8,6.5,6,1,9.51,2017-09-18,99.1,0
